source_id;target_id;verified;title-title;artist-artist;album-album
3339;19061;false;0.0;0.0;1.0
18307;8201;false;0.0;0.0;1.0
16914;2803;false;0.0;0.0;1.0
642;18946;false;0.0;0.0;1.0
8609;11825;false;0.0;0.0;1.0
14066;15591;false;0.0;0.0;1.0
18307;11130;false;0.0;0.0;1.0
4145;18387;false;0.0;0.4137931168079376;0.0
9426;3066;false;0.0;0.0;1.0
9426;19355;false;0.0;0.0;1.0
4511;16230;false;0.40449437499046326;0.0;0.0
1530;13589;false;0.0;0.0;1.0
3337;10670;false;0.0;0.0;1.0
3337;13014;false;0.0;0.0;1.0
8609;9040;false;0.0;0.0;1.0
2446;3922;false;0.0;0.3333333432674408;0.0
1530;2227;false;0.0;0.0;1.0
14712;3719;false;0.0;0.3333333432674408;0.0
2463;13125;false;0.3076923191547394;0.0;0.0
13916;6355;false;0.0;0.3478260934352875;0.0
1530;18543;false;0.0;0.0;1.0
4079;9235;false;0.0;0.0;0.8421052694320679
6564;12632;false;0.0;0.380952388048172;0.0
14066;14245;false;0.0;0.0;1.0
8609;6191;false;0.0;0.0;1.0
16914;12948;false;0.0;0.0;1.0
8609;13931;false;0.0;0.0;1.0
11761;16054;false;0.0;0.0;1.0
3269;15653;false;0.0;0.4516128897666931;0.0
4225;1946;false;0.0;1.0;0.0
11420;4238;false;0.0;0.0;1.0
9426;1228;false;0.0;0.0;1.0
8609;15553;false;0.0;0.0;1.0
3339;10675;false;0.0;0.0;1.0
16551;8879;false;0.0;0.3448275923728943;0.0
17430;17003;false;0.0;0.3125;0.0
642;4493;false;0.0;0.0;1.0
5398;1642;false;0.0;0.3636363744735718;0.0
13765;10106;false;0.0;0.4000000059604645;0.0
14066;5881;false;0.0;0.0;1.0
17661;12580;false;0.0;0.36666667461395264;0.0
3337;16630;false;0.0;0.0;1.0
15181;16639;false;0.0;0.0;1.0
14066;16189;false;0.0;0.0;1.0
17313;9594;false;0.0;0.3529411852359772;0.0
15636;7208;false;0.0;0.4444444477558136;0.0
18307;3898;false;0.0;0.0;1.0
9630;9758;false;0.0;0.4137931168079376;0.0
4035;15314;false;0.0;1.0;0.0
9426;18300;false;0.0;0.0;1.0
9426;634;false;0.0;0.0;1.0
1530;18387;false;0.0;0.0;1.0
11761;18799;false;0.0;0.0;1.0
17315;15414;false;0.0;1.0;0.0
3339;2533;false;0.0;0.0;1.0
15181;13499;false;0.0;0.0;1.0
642;18046;false;0.0;0.0;1.0
9426;9213;false;0.0;0.0;1.0
3337;1715;false;0.0;0.0;1.0
642;5054;false;0.0;0.0;1.0
14066;15163;false;0.0;0.0;1.0
11420;16480;false;0.0;0.0;1.0
3337;12564;false;0.0;0.0;1.0
9426;8414;false;0.0;0.0;1.0
11420;12502;false;0.0;0.0;1.0
4719;2607;false;0.0;0.3333333432674408;0.0
12043;522;true;0.8285714387893677;1.0;0.0
9426;8578;false;0.0;0.0;1.0
11761;12240;false;0.0;0.0;1.0
16914;2333;false;0.0;0.0;1.0
14066;18223;false;0.0;0.0;1.0
11420;14192;false;0.0;0.0;1.0
16914;4672;false;0.0;0.0;1.0
18307;4377;false;0.0;0.0;1.0
1530;16864;false;0.0;0.0;1.0
642;14947;false;0.0;0.0;1.0
3339;831;false;0.0;0.0;1.0
12132;6084;false;0.0;0.4285714328289032;0.0
3337;13457;false;0.0;0.0;1.0
13546;16329;false;0.0;0.5185185074806213;0.0
18307;3791;false;0.0;0.0;1.0
2694;10210;false;0.0;0.3448275923728943;0.0
3339;12147;false;0.0;0.0;1.0
1128;1465;false;0.0;0.3076923191547394;0.0
16914;1740;false;0.0;0.0;1.0
1530;19087;false;0.0;0.0;1.0
3337;2217;false;0.0;0.0;1.0
4924;461;false;0.0;0.3333333432674408;0.0
18307;12771;false;0.0;0.0;1.0
5034;11337;false;0.0;0.4615384638309479;0.0
16914;15197;false;0.0;0.0;1.0
15181;6465;false;0.0;0.0;1.0
9426;13520;false;0.0;0.0;1.0
642;15632;false;0.0;0.0;1.0
9275;13931;false;0.0;0.5714285969734192;0.0
6003;5637;false;0.0;0.3125;0.0
11761;3379;false;0.0;0.0;1.0
18307;11104;false;0.0;0.0;1.0
14066;8725;false;0.0;0.0;1.0
2036;15111;false;0.0;0.4615384638309479;0.0
10395;15764;false;0.0;1.0;0.0
9426;3003;false;0.0;0.0;1.0
1530;6985;false;0.0;0.0;1.0
1530;10609;false;0.0;0.0;1.0
16914;2328;false;0.0;0.0;1.0
642;4918;false;0.0;0.0;1.0
7685;17172;false;0.0;0.3333333432674408;0.0
11420;2905;false;0.0;0.0;1.0
642;6008;false;0.0;0.0;1.0
3339;18670;false;0.0;0.0;1.0
8609;10253;false;0.0;0.0;1.0
3337;12416;false;0.0;0.0;1.0
15181;8338;false;0.0;0.0;1.0
10842;2092;false;0.0;0.3333333432674408;0.0
8609;13217;false;0.0;0.0;1.0
16914;10194;false;0.0;0.0;1.0
8609;12298;false;0.0;0.0;1.0
15181;14240;false;0.0;0.0;1.0
15181;5325;false;0.0;0.0;1.0
18307;1509;false;0.0;0.0;1.0
3013;14154;false;0.0;0.3529411852359772;0.0
11404;17912;false;0.0;0.5142857432365417;0.0
3339;3485;false;0.0;0.0;1.0
642;18487;false;0.0;0.0;1.0
16914;12820;false;0.0;0.0;1.0
9426;14518;false;0.0;0.0;1.0
7725;13612;false;0.0;0.3076923191547394;0.0
16914;291;false;0.0;0.0;1.0
10444;12542;false;0.0;0.42553192377090454;0.0
8609;8529;false;0.0;0.0;1.0
9895;10365;false;0.0;0.38461539149284363;0.0
15906;6399;false;0.0;0.3243243098258972;0.0
17666;11021;false;0.0;0.0;0.4615384638309479
1530;12072;false;0.0;0.0;1.0
642;8003;false;0.0;0.0;1.0
15181;5210;false;0.0;0.0;1.0
11761;14253;false;0.0;0.0;1.0
14066;12236;false;0.0;0.0;1.0
13947;4882;false;0.0;0.3076923191547394;0.0
13911;3181;false;0.0;0.43478259444236755;0.0
9426;10462;false;0.0;0.0;1.0
15181;16574;false;0.0;0.0;1.0
2157;3812;false;0.0;0.3636363744735718;0.0
8017;11597;false;0.0;0.3333333432674408;0.0
16701;16522;false;0.0;0.31578946113586426;0.0
7380;17338;false;0.0;0.4571428596973419;0.0
528;15565;false;0.0;0.3636363744735718;0.0
10336;8218;false;0.0;0.3125;0.0
15181;15991;false;0.0;0.0;1.0
11529;15142;false;0.0;0.0;0.3448275923728943
642;8640;false;0.0;0.0;1.0
9426;2759;false;0.0;0.0;1.0
18307;3687;false;0.0;0.0;1.0
16914;5818;false;0.0;0.0;1.0
19299;18038;false;0.0;0.30000001192092896;0.0
9426;6483;false;0.0;0.0;1.0
11761;8300;false;0.0;0.0;1.0
11420;1988;false;0.0;0.0;1.0
901;3617;false;0.3106796145439148;0.0;0.0
16914;18986;false;0.0;0.0;1.0
15181;9004;false;0.0;0.0;1.0
642;7885;false;0.0;0.0;1.0
18307;6455;false;0.0;0.0;1.0
11761;16447;false;0.0;0.0;1.0
4310;18184;false;0.0;0.42105263471603394;0.0
16914;12323;false;0.0;0.0;1.0
8609;7079;false;0.0;0.0;1.0
9426;13148;false;0.0;0.0;1.0
1695;8725;true;0.8867924809455872;1.0;0.0
11761;7251;false;0.0;0.0;1.0
16914;18924;false;0.0;0.0;1.0
9426;16262;false;0.0;0.0;1.0
14066;13718;false;0.0;0.0;1.0
3337;16449;false;0.0;0.0;1.0
19167;3057;false;0.0;0.3076923191547394;0.0
3339;14981;false;0.0;0.0;1.0
12380;3662;false;0.0;0.75;0.0
15181;1911;false;0.0;0.0;1.0
3339;2948;false;0.0;0.0;1.0
15181;16296;false;0.0;0.0;1.0
642;18922;false;0.0;0.0;1.0
3339;18508;false;0.0;0.0;1.0
7960;4327;false;0.0;0.529411792755127;0.0
13586;6883;false;0.0;0.4444444477558136;0.0
3421;5185;false;0.0;0.375;0.0
5559;6031;false;0.0;0.3076923191547394;0.0
15181;9177;false;0.0;0.0;1.0
9426;6142;false;0.0;0.0;1.0
11420;6990;false;0.0;0.0;1.0
10610;4948;false;0.0;0.3333333432674408;0.0
14066;17439;false;0.0;0.0;1.0
642;946;false;0.0;0.0;1.0
11761;4102;false;0.0;0.0;1.0
